source_class,category,question,answer,authority,valid_until,owner,notes
official,اکسپرت SSProX,حجم صفر می‌ده,حجم صفر یا غیرعادی معمولاً به ورودی‌های معامله یا مشخصات نماد برمی‌گردد، نه به خطای اکسپرت.,guidance,,آکادمی سبحان صمدی — راهنمای رسمی اکسپرت SSProX نسخه ۱.۳,منبع: ACA-EXP-0036 | حجم را اکسپرت بر اساس ریسک، فاصله‌ی حد ضرر، موجودی حساب و قوانین حجم بروکر می‌سازد؛ حجم دلخواه دستی انتخاب نمی‌شود.
official,اکسپرت SSProX,چرا کنار اکسپرت ضربدر قرمزه؟,این علامت معمولاً یعنی اکسپرت فعال نیست یا Algo Trading خاموش است.,guidance,,آکادمی سبحان صمدی — راهنمای رسمی اکسپرت SSProX نسخه ۱.۳,منبع: ACA-EXP-0037
official,اکسپرت SSProX,اردر پندینگم ثبت نشد,چهار علت رایج برای ثبت نشدن سفارش Pending.,guidance,,آکادمی سبحان صمدی — راهنمای رسمی اکسپرت SSProX نسخه ۱.۳,منبع: ACA-EXP-0038
official,اکسپرت SSProX,تنظیماتم اعمال نمی‌شه,"پس از تغییر بعضی تنظیمات، لازم است اکسپرت دوباره روی نمودار اجرا شود تا تنظیمات جدید اعمال گردد.

• اکسپرت را از روی نمودار حذف کنید.
• دوباره آن را روی نمودار قرار دهید.
• تنظیمات جدید را اعمال کنید.",guidance,,آکادمی سبحان صمدی — راهنمای رسمی اکسپرت SSProX نسخه ۱.۳,منبع: ACA-EXP-0039
official,اکسپرت SSProX,روی چند جفت‌ارز هم‌زمان بذارم؟,می‌توان اکسپرت را هم‌زمان روی چند نمودار اجرا کرد، اما مدیریت معاملات و ریسک هر نمودار باید جداگانه بررسی شود.,fact,,آکادمی سبحان صمدی — راهنمای رسمی اکسپرت SSProX نسخه ۱.۳,منبع: ACA-EXP-0040 | ریسک کل حساب با اجرای هم‌زمان روی چند نمودار جمع می‌شود؛ سقف‌ها را جداگانه بسنجید.
official,اکسپرت SSProX,روی گوشی کار می‌کنه؟,"اکسپرت‌های متاتریدر فقط روی نسخه‌ی دسکتاپ متاتریدر اجرا می‌شوند.
✅ تأییدشده توسط مالک آکادمی (D-0019):
• ویندوز — کار می‌کند
• مک (مکینتاش) — کار می‌کند
• اندروید — کار نمی‌کند
• iOS (آیفون و آیپد) — کار نمی‌کند
اگر کاربر می‌خواهد اکسپرت همیشه فعال باشد بدون اینکه کامپیوترش روشن بماند، راهکار VPS است، نه موبایل.",fact,,آکادمی سبحان صمدی — راهنمای رسمی اکسپرت SSProX نسخه ۱.۳,منبع: ACA-EXP-0041 | کاربر موبایل باید پیش از برنامه‌ریزی بداند اکسپرت روی گوشی اجرا نمی‌شود. | ⚠️ این موضوع با پلتفرم‌های پخش‌کننده‌ی دوره فرق دارد: اسپات پلیر روی اندروید هم کار می‌کند ولی روی iOS نه (ACA-SUP-0007).
official,اکسپرت SSProX,اگه کامپیوترم خاموش بشه چی؟,"برای فعال ماندن اکسپرت، متاتریدر باید باز و به اینترنت متصل باشد؛ با خاموش شدن کامپیوتر، اکسپرت به کار خود ادامه نمی‌دهد. اگر نیاز دارید اکسپرت دائماً فعال باشد، می‌توانید از VPS استفاده کنید.
درباره‌ی تنظیمات: اگر ذخیره شده باشند معمولاً قابل بازیابی‌اند، اما سند توصیه می‌کند پیش از تغییرات مهم از تنظیمات خود نسخه‌ی پشتیبان بگیرید.",fact,,آکادمی سبحان صمدی — راهنمای رسمی اکسپرت SSProX نسخه ۱.۳,منبع: ACA-EXP-0042
official,اکسپرت SSProX,اکسپرت جای استراتژی رو می‌گیره؟,"این جمع‌بندی رسمی سند است و مرز نقش اکسپرت را تعیین می‌کند: اکسپرت فقط ابزار اجرای سریع‌تر و دقیق‌تر مدیریت سرمایه است.
انتخاب موقعیت معاملاتی، تحلیل بازار، رعایت قوانین استراتژی و تصمیم نهایی معامله همچنان بر عهده‌ی معامله‌گر است.
پس مربی نباید اکسپرت را به‌عنوان راه‌حل ضعف استراتژی یا جایگزین یادگیری معرفی کند.",policy,,آکادمی سبحان صمدی — راهنمای رسمی اکسپرت SSProX نسخه ۱.۳,منبع: ACA-EXP-0043
official,اطلاعات آکادمی,SSProX چیه؟,"آکادمی اکسپرت SSProX را به‌صورت رسمی و کاملاً رایگان منتشر کرده است. کاری که می‌کند: در کسری از ثانیه حجم معامله را بر اساس میزان ریسکی که خودتان تعیین کرده‌اید محاسبه می‌کند. امکاناتی که در اعلان رسمی برشمرده شده:
• محاسبه‌ی خودکار حجم بر اساس ریسک
• افزایش سرعت و دقت در اجرای معاملات
• مدیریت آسان‌تر حد سود و حد ضرر
• کاهش خطاهای ناشی از محاسبات دستی
• ست کردن TP2 و نمایش اسپرد
روی متاتریدر ۴ و ۵ اجرا می‌شود و ویدیوی آموزشی جداگانه دارد.
نحوه‌ی کار (از پاسخ منتور، MQA-00037): شما حجم را دستی وارد نمی‌کنید — فقط ریسک‌لاین را مشخص می‌کنید و ابزار بر اساس فاصله‌ی حد ضرر، حجم را خودش تعیین می‌کند.
✅ وضعیت سیاستی (حل‌شده): متن با تصمیم D-0014 اصلاح شد و به محصولات بیرونی محدود گردید؛ ابزارهای رسمی خود آکادمی مانند SSProX از آن مستثنا هستند. مربی درباره‌ی عملکرد آن توضیح می‌دهد و نصب، راه‌اندازی و لایسنس را به پشتیبانی ارجاع می‌دهد.",fact,,آکادمی سبحان صمدی,منبع: ACA-OPS-0004 | مربی فقط توضیح عملکردی می‌دهد و هیچ اکسپرت بیرونی را پیشنهاد نمی‌کند. | نصب و راه‌اندازی و مسائل لایسنس به پشتیبانی انسانی ارجاع می‌شود. | 📘 راهنمای کامل محصول: سند رسمی پرسش و پاسخ اکسپرت (نسخه ۱.۳) در رکوردهای ACA-EXP-0001..0043 ثبت شده است — نصب، محاسبه‌ی حجم، Risk Line و Pending Line، تنظیمات، میانبرها و عیب‌یابی.
official,سیاست‌های آکادمی,از کدوم متاتریدر استفاده می‌کنید؟,دانشجویان آکادمی از هر دو پلتفرم متاتریدر ۴ و ۵ استفاده می‌کنند، بنابراین پاسخ‌های عملیاتی پلتفرم بدون مشخص بودن نسخه معتبر نیستند: مسیر منوها، انواع سفارش، مدیریت پوزیشن و حتی پیام‌های خطا بین دو نسخه فرق دارند. مربی ابتدا می‌پرسد «از متاتریدر ۴ استفاده می‌کنید یا ۵؟» و سپس فقط دانش همان پلتفرم را ارائه می‌دهد. اگر پاسخ در هر دو پلتفرم یکسان باشد (رکوردهای با دامنه‌ی BOTH) نیازی به پرسیدن نیست و می‌توان مستقیم پاسخ داد. اگر دانشجو نداند از کدام نسخه استفاده می‌کند، مربی راه تشخیص را می‌گوید: عنوان پنجره‌ی برنامه یا منوی Help > About نسخه را نشان می‌دهد.,policy,,مالک پروژه,منبع: ACA-RULE-0001 | فقط برای پرسش‌های عملیاتی پلتفرم لازم است، نه برای مفاهیم عمومی معامله‌گری. | اگر رکورد مرتبط platform_scope = BOTH داشته باشد، پرسیدن لازم نیست.
official,سیاست‌های آکادمی,کدوم اکسپرت خوبه؟,آکادمی سبحان صمدی هیچ اکسپرت، ربات معامله‌گر، سیگنال، کانال سیگنال یا سرویس کپی‌تریدینگ بیرونی را معرفی، تأیید یا پیشنهاد نمی‌کند. استثنا: ابزارهای رسمی خود آکادمی — مانند اکسپرت رایگان SSProX — مشمول این قاعده نیستند و مربی می‌تواند درباره‌ی عملکردشان توضیح بدهد؛ نصب، راه‌اندازی و مسائل لایسنس آن‌ها همچنان به پشتیبانی انسانی ارجاع می‌شود. درباره‌ی محصولات بیرونی، مربی نباید گزینه پیشنهاد دهد، بین محصولات مقایسه کند، درباره‌ی کیفیت یا سودآوری آن‌ها نظر بدهد یا لینک و منبع خرید معرفی کند. پاسخ درست این است که آکادمی در این حوزه پیشنهادی ندارد و دانشجو برای پیگیری به پشتیبانی انسانی ارجاع داده می‌شود. توضیح فنی درباره‌ی اینکه اکسپرت چیست و چگونه روی پلتفرم نصب و اجرا می‌شود مجاز است، چون بخشی از دانش عملیاتی متاتریدر است و توصیه به خرید محسوب نمی‌شود.,policy,,مالک پروژه,منبع: ACA-RULE-0002 | اظهارنظر درباره‌ی سودآوری محصولات مالی می‌تواند مسئولیت‌آور باشد. | شامل خرید، اجاره، معرفی، مقایسه و اظهارنظر درباره‌ی سودآوری این محصولات می‌شود.
official,سیاست‌های آکادمی,هزینه منتورینگ چقدره؟,مربی در این موارد پاسخ نمی‌سازد و دانشجو را به پشتیبانی انسانی ارجاع می‌دهد: پرسش درباره‌ی خرید اکسپرت، سیگنال یا کپی‌تریدینگ؛ قیمت، ظرفیت و شرایط ثبت‌نام منتورینگ تا زمانی که اطلاعات رسمی ثبت نشده است؛ مسائل مالی حساب مثل واریز، برداشت و اختلاف با بروکر؛ شکایت یا نارضایتی؛ درخواست تحلیل یا سیگنال شخصی؛ و هر پرسشی که پاسخ مستند در پایگاه دانش ندارد. در این موارد گفتن «نمی‌دانم و به پشتیبانی وصلتان می‌کنم» بسیار بهتر از ساختن پاسخ حدسی است.,policy,,مالک پروژه,منبع: ACA-RULE-0003 | ساختن پاسخ حدسی درباره‌ی قیمت، شرایط بروکر یا مسائل مالی، بدترین حالت ممکن است. | ارجاع باید با ذکر دلیل کوتاه انجام شود، نه به‌صورت رد کردن دانشجو.
